locality,apartment_type,bhk,floor,rent
Calicut University,Flat,1,6.0,11000
Nadakkavu,Apartment,2,10.0,20500
Thiruvannur,Flat,1,6.0,6500
Palayam,Apartment,2,15.0,19000
Balussery,Apartment,1,8.0,6500
Vellimadukunnu,Apartment,1,3.0,7500
Mankave,Apartment,1,3.0,8500
Koyilandy Road,Villa,2,,25000
Kuthiravattom,Apartment,3,7.0,26500
Thiruvannur,Apartment,1,12.0,7000
Palayam,Villa,2,,30500
Mankave,Apartment,2,14.0,15500
Nadakkavu,Flat,3,4.0,29000
Vellimadukunnu,Apartment,1,2.0,8000
Kottuli,Apartment,2,0.0,12500
Ulliyeri,Apartment,1,14.0,6500
Palayam,Flat,2,5.0,19500
Balussery,Flat,2,8.0,11500
Thiruvannur,Apartment,2,7.0,11500
Kuthiravattom,Flat,4,8.0,32500
Koyilandy Road,Apartment,2,0.0,15500
Kottuli,Villa,3,,34500
Panniyankara,Flat,1,4.0,8000
Chevayur,Flat,3,3.0,27500
Thondayad,Villa,4,,56500
Chevayur,Apartment,3,6.0,32500
Feroke,Flat,4,3.0,31500
Koduvally,Apartment,3,8.0,21500
Puthiyara,Apartment,2,13.0,20000
Puthiyara,Flat,3,0.0,26000
Kottuli,Flat,1,8.0,7000
Beach Road,Flat,2,8.0,20000
Chevayur,Villa,1,,16500
Bilathikulam,Apartment,3,7.0,30500
Kuthiravattom,Apartment,2,2.0,15000
Chevayur,Apartment,2,7.0,19000
Mathara,Flat,2,4.0,16000
Eranhipalam,Villa,3,,45000
Mathara,Apartment,2,1.0,15000
Vellimadukunnu,Apartment,3,10.0,23500
Thondayad,Flat,3,6.0,25500
Kunnamangalam,Villa,1,,9500
Bilathikulam,Flat,1,5.0,10500
Kuthiravattom,Flat,1,7.0,7500
Kottuli,Apartment,1,4.0,8000
Chevayur,Flat,2,8.0,17500
Medical College,Apartment,2,14.0,22000
Mavoor Road,Flat,2,8.0,21000
Mukkam,Flat,2,5.0,13000
Palayam,Flat,1,8.0,10000
Palayam,House,2,,23500
Eranhipalam,Apartment,4,13.0,43000
Feroke,House,2,,17000
Calicut University,Apartment,1,8.0,11000
Medical College,Apartment,2,0.0,22000
Mankave,Apartment,3,6.0,29500
Chevayur,Flat,2,5.0,17500
Vellimadukunnu,Flat,2,7.0,13500
Kuthiravattom,Apartment,3,7.0,23500
Vellimadukunnu,Apartment,2,11.0,15500
Kottuli,Flat,2,7.0,13000
Malaparamba,Apartment,1,14.0,9500
Kunnamangalam,Apartment,2,13.0,11500
Bilathikulam,Apartment,1,10.0,10500
Thondayad,Flat,2,7.0,16000
Malaparamba,Flat,1,1.0,8000
Koyilandy Road,Flat,3,8.0,23000
Vellimadukunnu,Flat,3,2.0,23500
Balussery,Flat,2,0.0,11000
Calicut University,Villa,3,,55500
Kunnamangalam,Apartment,3,13.0,17000
Eranhipalam,Apartment,3,11.0,32000
Nadakkavu,Apartment,2,6.0,20000
Nadakkavu,Apartment,1,14.0,11000
Vellimadukunnu,Apartment,3,0.0,22500
Puthiyara,Apartment,2,2.0,20500
Thiruvannur,Flat,3,5.0,18500
Mankave,Apartment,3,10.0,26000
Mavoor Road,Apartment,2,6.0,23000
Medical College,Flat,1,1.0,12000
Puthiyara,Apartment,2,0.0,18000
Beach Road,Villa,4,,74500
Thondayad,Apartment,3,6.0,27500
Bilathikulam,Apartment,1,14.0,10500
Vellimadukunnu,Flat,1,0.0,7500
Kuthiravattom,Flat,3,6.0,25500
Kottuli,Flat,2,0.0,13000
Puthiyara,Flat,1,3.0,10000
Koyilandy Road,Flat,1,6.0,8000
Kuthiravattom,Apartment,2,3.0,16000
Balussery,Flat,2,7.0,12000
Panniyankara,Apartment,1,2.0,9000
Thondayad,Villa,2,,25000
Thiruvannur,Flat,1,7.0,6000
Chevayur,Villa,3,,44500
Eranhipalam,Flat,1,7.0,9500
Thiruvannur,Apartment,1,4.0,7500
Koyilandy Road,House,2,,18500
Eranhipalam,Apartment,2,10.0,18500
Bilathikulam,Flat,1,0.0,8500
Palayam,Villa,4,,69500
Kuthiravattom,Flat,1,6.0,8500
Eranhipalam,Flat,1,6.0,9500
Ulliyeri,Apartment,2,15.0,11500
Beach Road,Villa,2,,33500
Ulliyeri,Apartment,1,11.0,6000
Mathara,Apartment,2,12.0,14500
Mankave,Apartment,2,0.0,15000
Malaparamba,Flat,2,0.0,15500
Thondayad,Apartment,2,5.0,16500
Kottuli,Flat,1,8.0,7500
Nadakkavu,Apartment,2,0.0,17500
Eranhipalam,Apartment,2,5.0,18000
Mavoor Road,House,2,,24500
Mavoor Road,House,2,,27000
Vellimadukunnu,Apartment,3,9.0,25000
Vellimadukunnu,Flat,2,2.0,14500
Malaparamba,Flat,2,2.0,16000
Mathara,Apartment,1,15.0,8000
Mavoor Road,Apartment,3,6.0,36000
Mavoor Road,Flat,2,1.0,21000
Bilathikulam,Villa,2,,29000
Mathara,Villa,4,,50500
Mathara,Apartment,3,11.0,27500
Thiruvannur,House,2,,14500
Vellimadukunnu,Flat,3,7.0,20500
Medical College,Flat,1,7.0,10000
Chevayur,Apartment,3,9.0,30000
Thondayad,Apartment,2,11.0,16000
Puthiyara,Flat,2,7.0,17000
Vellimadukunnu,Villa,3,,36500
Bilathikulam,Villa,2,,29000
Thiruvannur,Villa,2,,17000
Kunnamangalam,Flat,3,5.0,16500
Bilathikulam,Flat,2,6.0,19000
Kottuli,House,3,,27500
Malaparamba,Apartment,2,1.0,17000
Palayam,Villa,1,,17500
Mavoor Road,Flat,1,5.0,11500
Mathara,Apartment,2,2.0,17000
Mathara,Apartment,2,7.0,14500
Kottuli,Apartment,3,2.0,24500
Chevayur,Apartment,1,6.0,10500
Puthiyara,Apartment,2,11.0,18500
Mathara,Villa,2,,23000
Vellimadukunnu,Apartment,3,9.0,23000
Medical College,Flat,1,8.0,11000
Chevayur,Apartment,3,1.0,31500
Palayam,Apartment,1,7.0,10000
Bilathikulam,Flat,3,8.0,26000
Mathara,Apartment,2,1.0,16500
Beach Road,Apartment,1,6.0,13000
Mathara,Apartment,2,3.0,14500
Mavoor Road,Flat,2,0.0,21000
Balussery,Apartment,3,10.0,20500
Kottuli,Apartment,1,9.0,8000
Panniyankara,Villa,1,,11000
Thiruvannur,Flat,2,7.0,10000
Feroke,Apartment,1,13.0,8000
Chevayur,Apartment,2,2.0,18000
Kottuli,Villa,2,,20000
Beach Road,Apartment,3,0.0,36000
Mathara,Apartment,2,11.0,15500
Kuthiravattom,Apartment,2,10.0,15000
Kunnamangalam,Villa,2,,16000
Kuthiravattom,Apartment,3,8.0,24000
Panniyankara,Apartment,2,9.0,14500
Palayam,Apartment,3,2.0,34000
Mavoor Road,Villa,2,,35000
Calicut University,House,3,,42500
Beach Road,Flat,3,1.0,38000
Bilathikulam,House,3,,35000
Vellimadukunnu,Apartment,3,1.0,25000
Koyilandy Road,Flat,3,4.0,26000
Balussery,Apartment,2,0.0,12000
Vellimadukunnu,Flat,2,6.0,14000
Koduvally,Apartment,2,15.0,11500
Kottuli,Flat,1,5.0,7000
Palayam,Flat,3,6.0,33000
Koyilandy Road,Flat,2,3.0,15500
Palayam,Apartment,2,0.0,18000
Balussery,Apartment,1,1.0,6500
Malaparamba,Flat,4,1.0,39500
Vellimadukunnu,Villa,3,,36000
Medical College,House,2,,27500
Malaparamba,Apartment,1,4.0,9000
Puthiyara,Apartment,1,9.0,10000
Thondayad,Apartment,1,4.0,10000
Feroke,Villa,2,,21000
Medical College,Flat,3,4.0,36500
Thondayad,Flat,2,4.0,15500
Beach Road,Apartment,4,11.0,57000
Beach Road,Flat,2,2.0,21000
Puthiyara,Flat,3,7.0,26500
Kottuli,Flat,2,4.0,13500
Palayam,Flat,3,6.0,33000
Malaparamba,Apartment,2,4.0,18000
Kuthiravattom,Apartment,2,8.0,16000
Panniyankara,Flat,2,8.0,13500
Panniyankara,Apartment,1,15.0,8500
Kuthiravattom,Villa,3,,37000
Vellimadukunnu,Apartment,2,5.0,14500
Ulliyeri,Flat,2,5.0,10500
Puthiyara,Apartment,2,11.0,20000
Mankave,House,1,,10500
Calicut University,Apartment,3,1.0,36500
Chevayur,Apartment,1,0.0,10000
Chevayur,Apartment,2,11.0,17500
Calicut University,Villa,1,,17000
Malaparamba,Flat,1,6.0,8500
Koyilandy Road,Flat,3,7.0,22500
Mankave,House,1,,10500
Panniyankara,Apartment,3,11.0,25000
Koduvally,Apartment,3,9.0,21500
Palayam,Flat,2,1.0,19500
Mavoor Road,Apartment,3,10.0,34000
Calicut University,Villa,2,,30500
Puthiyara,Flat,1,3.0,10000
Vellimadukunnu,Villa,1,,11500
Feroke,Villa,1,,11500
Eranhipalam,Flat,2,6.0,18500
Puthiyara,Flat,3,4.0,28500
Bilathikulam,Flat,3,6.0,28000
Panniyankara,Flat,1,8.0,8000
Bilathikulam,Villa,2,,28000
Eranhipalam,Flat,3,7.0,26000
Koyilandy Road,Apartment,1,6.0,8500
Nadakkavu,Villa,1,,15000
Thondayad,Apartment,2,1.0,18000
Vellimadukunnu,Flat,1,6.0,8000
Kuthiravattom,Apartment,1,0.0,7500
Eranhipalam,Flat,2,1.0,15500
Ulliyeri,Apartment,1,9.0,6500
Nadakkavu,Apartment,2,12.0,18500
Kuthiravattom,Apartment,3,6.0,26500
Kottuli,Apartment,1,2.0,8500
Koyilandy Road,Apartment,3,2.0,27500
Kunnamangalam,Flat,3,0.0,17000
Beach Road,Apartment,2,4.0,24000
Kottuli,Apartment,3,10.0,22500
Thiruvannur,Apartment,3,13.0,18000
Puthiyara,Villa,2,,30000
Kottuli,Villa,4,,47000
Vellimadukunnu,House,2,,15500
Vellimadukunnu,Flat,2,1.0,14500
Malaparamba,Flat,3,3.0,23500
Thondayad,Apartment,3,8.0,26500
Kuthiravattom,Apartment,2,11.0,15500
Kunnamangalam,Flat,3,2.0,18000
Mukkam,Apartment,2,6.0,13500
Calicut University,House,2,,23500
Mavoor Road,Apartment,1,13.0,12000
Mankave,Flat,2,2.0,14000
Chevayur,House,1,,11500
Malaparamba,House,3,,31500
Chevayur,Flat,1,7.0,9500
Eranhipalam,Apartment,2,5.0,19500
Mankave,Apartment,4,0.0,34000
Mankave,House,1,,10000
Mukkam,House,3,,25500
Eranhipalam,Apartment,3,4.0,32500
Feroke,Apartment,3,10.0,22000
Puthiyara,Flat,2,8.0,18500
Mathara,Apartment,2,8.0,15000
Kunnamangalam,Flat,3,8.0,16000
Nadakkavu,Flat,1,2.0,10000
Bilathikulam,Apartment,1,15.0,11000
Kottuli,Apartment,3,3.0,23000
Mankave,Apartment,2,1.0,17000
Calicut University,Apartment,2,10.0,20500
Thondayad,House,2,,18500
Vellimadukunnu,Apartment,3,7.0,23000
Vellimadukunnu,Flat,1,6.0,7500
Eranhipalam,Flat,2,2.0,17500
Mukkam,Flat,1,5.0,7000
Bilathikulam,Villa,2,,28500
Thondayad,Villa,1,,13500
Puthiyara,Flat,3,8.0,28000
Kuthiravattom,Flat,2,2.0,14000
Medical College,Apartment,1,2.0,13000
Vellimadukunnu,Villa,3,,37000
Puthiyara,Villa,1,,16500
Kuthiravattom,Flat,2,6.0,13500
Mankave,Apartment,2,12.0,16000
Vellimadukunnu,Apartment,2,14.0,15000
Thiruvannur,Flat,3,8.0,17500
Balussery,Villa,4,,41500
Medical College,Apartment,2,11.0,20500
Chevayur,House,2,,22000
Palayam,Apartment,2,0.0,18500
Koduvally,Flat,3,5.0,18500
Koyilandy Road,Flat,2,7.0,14500
Palayam,Villa,2,,27500
Vellimadukunnu,Flat,1,3.0,7000
Mukkam,Flat,2,6.0,12000
Koduvally,Flat,2,6.0,11000
Calicut University,Villa,3,,52500
Vellimadukunnu,Apartment,3,7.0,25500
Eranhipalam,Flat,3,8.0,27000
Kuthiravattom,Apartment,2,13.0,16000
Mathara,Apartment,2,4.0,17500
Beach Road,Flat,2,2.0,21000
Thondayad,Apartment,1,7.0,10000
Mavoor Road,Flat,4,2.0,46000
Mankave,Flat,2,0.0,15000
Nadakkavu,Flat,1,7.0,10000
Puthiyara,Flat,2,0.0,16500
Balussery,Apartment,3,0.0,21000
Puthiyara,Apartment,1,6.0,10000
Chevayur,Flat,2,5.0,18500
Puthiyara,Apartment,4,15.0,47000
Mankave,Villa,1,,12500
Vellimadukunnu,Apartment,2,14.0,15000
Calicut University,House,2,,26000
Vellimadukunnu,Apartment,4,14.0,36000
Beach Road,Flat,3,1.0,35000
Malaparamba,Flat,2,0.0,14500
Koyilandy Road,Apartment,3,5.0,28000
Mankave,Flat,3,5.0,25500
Malaparamba,Apartment,2,15.0,17500
Malaparamba,Flat,4,4.0,37500
Malaparamba,Flat,2,3.0,15500
Balussery,House,2,,14000
Feroke,Apartment,2,14.0,14500
Malaparamba,Flat,2,0.0,15000
Mavoor Road,Apartment,2,6.0,21500
Panniyankara,Apartment,2,1.0,14500
Beach Road,Flat,1,5.0,13000
Thondayad,Villa,2,,25500
Beach Road,Villa,2,,35500
Eranhipalam,Flat,2,3.0,16000
Vellimadukunnu,Apartment,2,12.0,13500
Kottuli,Apartment,1,15.0,7500
Vellimadukunnu,Flat,3,3.0,21000
Panniyankara,Flat,3,8.0,23500
Kuthiravattom,Flat,3,8.0,23500
Panniyankara,Apartment,2,1.0,14000
Calicut University,Apartment,2,6.0,22000
Puthiyara,Flat,3,8.0,28000
Feroke,Apartment,1,0.0,7000
Nadakkavu,Apartment,2,8.0,19500
Calicut University,Flat,3,6.0,35000
Calicut University,Apartment,2,4.0,22500
Medical College,Flat,1,1.0,12000
Koyilandy Road,Apartment,1,7.0,9000
Mankave,Apartment,4,15.0,36000
Nadakkavu,Flat,3,1.0,28500
Kuthiravattom,Apartment,2,11.0,14500
Palayam,Apartment,2,12.0,21500
Chevayur,House,3,,36000
Panniyankara,Flat,2,2.0,14000
Malaparamba,Apartment,2,1.0,18000
Koduvally,Apartment,3,10.0,18500
Beach Road,Flat,2,6.0,23500
Panniyankara,Villa,3,,33500
Nadakkavu,Flat,2,5.0,20000
Kottuli,Apartment,1,14.0,8000
Mathara,Apartment,1,2.0,8500
Puthiyara,Apartment,2,13.0,20000
Mukkam,Villa,3,,32000
Mavoor Road,Flat,1,8.0,11000
Koduvally,House,2,,13500
Kunnamangalam,Apartment,1,11.0,6000
Mankave,Flat,3,6.0,26000
Eranhipalam,Apartment,3,6.0,29000
Malaparamba,Apartment,2,13.0,16000
Puthiyara,Flat,4,5.0,42000
Thondayad,Apartment,1,4.0,10000
Chevayur,Apartment,1,10.0,10500
Thiruvannur,Apartment,3,0.0,19500
Nadakkavu,Flat,2,0.0,18000
Nadakkavu,Apartment,1,0.0,11000
Nadakkavu,House,2,,23000
Panniyankara,Villa,2,,22000
Calicut University,House,3,,39500
Koyilandy Road,Apartment,3,8.0,26500
Malaparamba,Apartment,1,11.0,8500
Panniyankara,Apartment,1,5.0,8000
Eranhipalam,Apartment,1,10.0,9500
Koyilandy Road,Apartment,2,13.0,17500
Palayam,Apartment,2,5.0,22000
Feroke,Villa,3,,35500
Thondayad,House,1,,10500
Beach Road,Apartment,3,11.0,39000
Kottuli,Villa,2,,21000
Kunnamangalam,Villa,1,,9000
Vellimadukunnu,Villa,2,,20000
Palayam,House,1,,12500
Calicut University,Flat,3,6.0,34500
Mavoor Road,Apartment,2,8.0,21000
Puthiyara,Apartment,2,12.0,20500
Balussery,Flat,1,8.0,6500
Mukkam,Apartment,2,13.0,13000
Mukkam,Villa,2,,18500
Thondayad,Flat,2,0.0,14500
Chevayur,Flat,2,5.0,19000
Koyilandy Road,Flat,1,3.0,8000
Bilathikulam,Apartment,2,12.0,19000
Panniyankara,Apartment,3,12.0,25500
Koyilandy Road,Apartment,4,10.0,39000
Chevayur,Apartment,3,15.0,30000
Feroke,Apartment,2,8.0,14000
Mathara,Flat,2,5.0,15000
Koduvally,Villa,3,,28000
Puthiyara,Flat,1,5.0,10500
Calicut University,House,1,,13500
Koduvally,Flat,3,6.0,20000
Thondayad,Apartment,2,15.0,15500
Vellimadukunnu,Villa,2,,22500
Kottuli,Villa,4,,52000
Calicut University,Flat,3,5.0,33000
Mathara,Flat,3,2.0,23500
Palayam,Apartment,1,3.0,11000
Palayam,Apartment,2,3.0,20000
Bilathikulam,Flat,3,7.0,30000
Puthiyara,Flat,2,1.0,18000
Medical College,Apartment,1,4.0,13500
Mukkam,Apartment,3,0.0,19500
Mukkam,Flat,1,4.0,6500
Puthiyara,Flat,1,4.0,10500
Thiruvannur,Flat,2,7.0,10000
Panniyankara,Flat,3,3.0,22500
Eranhipalam,Villa,3,,42000
Mankave,Apartment,4,11.0,36000
Bilathikulam,House,4,,51000
Koduvally,Apartment,2,3.0,12500
Puthiyara,Apartment,1,8.0,9500
Malaparamba,Apartment,3,1.0,29500
Puthiyara,Flat,1,6.0,9500
Kuthiravattom,Apartment,2,7.0,14000
Kottuli,Apartment,3,6.0,24000
Puthiyara,Apartment,3,8.0,33000
Panniyankara,Apartment,2,2.0,16000
Koyilandy Road,Apartment,3,12.0,28500
Bilathikulam,Flat,3,4.0,27500
Koyilandy Road,Flat,4,6.0,39000
Chevayur,House,2,,21000
Thondayad,Apartment,1,14.0,10000
Nadakkavu,Flat,2,1.0,17000
Eranhipalam,Apartment,3,0.0,30500
Balussery,Villa,2,,19000
Puthiyara,Flat,2,8.0,18000
Eranhipalam,Villa,2,,26000
Mankave,Flat,1,0.0,8500
Feroke,Apartment,2,13.0,13000
Medical College,House,1,,13500
Kottuli,Apartment,2,12.0,14000
Thiruvannur,Apartment,2,15.0,11500
Puthiyara,Apartment,2,4.0,19000
Kunnamangalam,Apartment,3,8.0,18000
Kuthiravattom,Apartment,3,13.0,26500
Koyilandy Road,Apartment,1,15.0,8500
Mathara,Apartment,2,12.0,15000
Kottuli,Flat,4,5.0,33000
Malaparamba,Flat,1,3.0,9000
Eranhipalam,House,1,,11000
Beach Road,Apartment,1,0.0,12000
Beach Road,House,3,,42000
Panniyankara,Apartment,3,11.0,26000
Nadakkavu,Apartment,2,2.0,19500
Palayam,Flat,2,5.0,19000
Beach Road,Apartment,2,1.0,24500
Eranhipalam,Flat,1,7.0,10000
Bilathikulam,Flat,1,1.0,9500
Calicut University,Apartment,2,8.0,20500
Chevayur,Flat,1,3.0,9500
Nadakkavu,Villa,2,,30000
Vellimadukunnu,Apartment,2,15.0,15000
Puthiyara,Apartment,2,7.0,18500
Puthiyara,Villa,1,,16000
Nadakkavu,Apartment,1,14.0,10500
Thondayad,Apartment,2,0.0,16500
Mathara,House,3,,31000
Mavoor Road,Villa,1,,18000
Ulliyeri,Villa,3,,29500
Panniyankara,Apartment,1,11.0,8000
Kuthiravattom,Apartment,2,10.0,14000
Vellimadukunnu,Apartment,1,3.0,8500
Balussery,Villa,2,,19000
Mavoor Road,Flat,1,5.0,11500
Mankave,Apartment,3,14.0,28000
Mathara,Apartment,4,2.0,38000
Kottuli,Villa,1,,12000
Mukkam,Apartment,3,10.0,21500
Chevayur,House,2,,23500
Kottuli,Apartment,2,3.0,14500
Eranhipalam,Apartment,2,6.0,19500
Beach Road,Apartment,2,15.0,22000
Thondayad,House,1,,10000
Medical College,Apartment,3,5.0,38500
Calicut University,Apartment,3,11.0,33000
Mathara,Apartment,1,1.0,9000
Kuthiravattom,Apartment,1,6.0,9500
Chevayur,Apartment,1,13.0,11000
Puthiyara,Apartment,2,9.0,19500
Mankave,Apartment,2,2.0,17500
Thondayad,Flat,3,1.0,27000
Chevayur,Apartment,1,11.0,10000
Medical College,Flat,2,7.0,20500
Puthiyara,Flat,1,8.0,9000
Puthiyara,Apartment,2,15.0,19000
Ulliyeri,Villa,2,,18000
Chevayur,Flat,2,6.0,18000
Balussery,Flat,2,2.0,12000
Thondayad,House,3,,34000
Kuthiravattom,Flat,1,1.0,8000
Palayam,Apartment,1,4.0,10500
Beach Road,Villa,2,,33000
Mathara,Flat,2,2.0,13500
Mavoor Road,Flat,2,6.0,20500
Kottuli,Flat,2,2.0,13500
Bilathikulam,Apartment,2,7.0,18000
Puthiyara,Apartment,2,7.0,19000
Beach Road,Apartment,3,10.0,37000
Feroke,Apartment,4,3.0,33000
Mankave,Apartment,2,4.0,16500
Koduvally,Villa,2,,18000
Malaparamba,Apartment,2,8.0,15500
Kottuli,Villa,2,,19000
Chevayur,Flat,1,5.0,10500
Thondayad,Flat,2,3.0,15000
Mankave,Apartment,3,12.0,25500
Mathara,Villa,2,,21000
Koyilandy Road,Villa,2,,22000
Nadakkavu,Apartment,3,2.0,34500
Nadakkavu,Apartment,4,14.0,44500
Beach Road,Villa,2,,31500
Nadakkavu,Villa,2,,27000
Panniyankara,Villa,2,,23000
Thondayad,Flat,1,0.0,8000
Puthiyara,Apartment,2,5.0,19500
Mavoor Road,Apartment,1,15.0,11500
Palayam,Apartment,3,4.0,34500
Calicut University,Flat,1,7.0,11500
Mankave,Apartment,2,6.0,18000
Palayam,Villa,1,,17000
Calicut University,Apartment,2,10.0,20000
Beach Road,Apartment,4,4.0,60500
Panniyankara,Apartment,1,8.0,8000
Thiruvannur,Flat,3,6.0,19000
Kottuli,Apartment,2,1.0,13500
Malaparamba,Apartment,1,13.0,9000
Thondayad,Flat,4,3.0,40000
Kottuli,Villa,3,,34500
Nadakkavu,Flat,2,0.0,18000
Koyilandy Road,Flat,2,2.0,15000
Eranhipalam,Villa,3,,46500
Calicut University,Apartment,2,15.0,21500
Eranhipalam,Flat,2,0.0,16500
Kunnamangalam,Apartment,2,8.0,10500
Thondayad,Apartment,1,1.0,10000
Feroke,Apartment,1,13.0,8000
Koyilandy Road,Apartment,1,1.0,9000
Mavoor Road,Apartment,3,14.0,36500
Koyilandy Road,Flat,2,1.0,15500
Koyilandy Road,Flat,3,4.0,27000
Panniyankara,Apartment,2,5.0,16000
Nadakkavu,Flat,3,3.0,29000
Mavoor Road,Apartment,3,2.0,38000
Mankave,Flat,1,4.0,8500
Vellimadukunnu,Apartment,2,1.0,14500
Feroke,Flat,3,6.0,20500
Thiruvannur,Villa,1,,9000
Beach Road,Villa,2,,34500
Vellimadukunnu,Apartment,2,12.0,15000
Koyilandy Road,Flat,4,2.0,36500
Feroke,Flat,1,1.0,7000
Eranhipalam,Apartment,3,8.0,32000
Mathara,Flat,3,6.0,24000
Kuthiravattom,Apartment,2,1.0,15000
Panniyankara,Apartment,2,9.0,14000
Beach Road,Apartment,2,4.0,23000
Puthiyara,Apartment,2,11.0,19500
Vellimadukunnu,Villa,1,,11500
Medical College,Apartment,3,14.0,33000
Vellimadukunnu,Flat,3,3.0,23000
Bilathikulam,Flat,2,6.0,17000
Mankave,Flat,3,4.0,24000
Feroke,Apartment,2,14.0,13000
Thondayad,Flat,3,0.0,23000
Eranhipalam,Apartment,2,4.0,18500
Calicut University,Flat,3,7.0,31000
Beach Road,Flat,1,7.0,12000
Mavoor Road,Flat,1,1.0,12000
Kottuli,Flat,1,3.0,7000
Palayam,Flat,2,7.0,19500
Puthiyara,Flat,3,8.0,27500
Puthiyara,Apartment,2,7.0,18500
Balussery,House,2,,15000
Mankave,Villa,3,,40500
Koyilandy Road,Apartment,2,13.0,16000
Bilathikulam,Apartment,2,13.0,19500
Mavoor Road,Apartment,2,11.0,23500
Koduvally,Apartment,2,13.0,12500
Puthiyara,Flat,4,4.0,41500
Calicut University,Apartment,2,0.0,19500
Malaparamba,Apartment,3,12.0,27000
Thondayad,Flat,2,3.0,14500
Mukkam,Apartment,2,10.0,12500
Beach Road,Flat,1,4.0,13000
Kuthiravattom,House,3,,30000
Mavoor Road,Apartment,1,10.0,11500
Chevayur,House,2,,21000
Mankave,Apartment,4,7.0,35500
Ulliyeri,Apartment,2,3.0,11000
Palayam,Flat,2,0.0,17000
Koduvally,Villa,2,,19000
Nadakkavu,Flat,2,0.0,16000
Beach Road,Flat,1,4.0,11500
Koyilandy Road,Apartment,2,7.0,15000
Mathara,Apartment,1,14.0,8000
Mankave,Flat,2,1.0,16000
Mukkam,Apartment,2,11.0,12000
Calicut University,Apartment,1,15.0,12000
Medical College,Apartment,3,11.0,35000
Kottuli,Apartment,2,6.0,16000
Puthiyara,House,2,,22000
Kuthiravattom,Flat,1,5.0,8500
Panniyankara,Apartment,2,2.0,16000
Nadakkavu,Flat,4,3.0,45000
Chevayur,Apartment,2,13.0,19000
Nadakkavu,Apartment,3,12.0,34000
Thondayad,Apartment,3,9.0,27000
Beach Road,Apartment,2,2.0,23000
Ulliyeri,Apartment,2,4.0,12000
Feroke,Flat,1,4.0,7000
Malaparamba,Apartment,1,1.0,9000
Bilathikulam,Flat,3,5.0,28500
Mankave,Apartment,1,9.0,9500
Eranhipalam,Apartment,3,6.0,33500
Bilathikulam,Apartment,2,10.0,19000
Mathara,Flat,2,6.0,16000
Vellimadukunnu,Villa,2,,22000
Chevayur,Apartment,3,14.0,33500
Mathara,Apartment,2,1.0,14500
Palayam,Flat,3,4.0,29500
Mavoor Road,Apartment,2,6.0,22500
Mavoor Road,Apartment,2,3.0,23500
Puthiyara,Apartment,1,10.0,10000
Calicut University,Flat,2,3.0,19500
Thondayad,Apartment,2,9.0,16000
Palayam,Apartment,1,12.0,11000
Puthiyara,Villa,3,,44500
Medical College,House,1,,13500
Eranhipalam,House,1,,10500
Nadakkavu,Apartment,2,10.0,20500
Vellimadukunnu,Villa,2,,20000
Panniyankara,Flat,3,8.0,23000
Calicut University,Apartment,2,12.0,22500
Koyilandy Road,Apartment,3,14.0,28500
Beach Road,House,2,,28000
Thiruvannur,Apartment,2,12.0,12000
Koduvally,Apartment,1,2.0,6500
Puthiyara,Flat,3,2.0,27500
Bilathikulam,Flat,2,2.0,18500
Puthiyara,Apartment,1,11.0,10000
Koyilandy Road,Apartment,2,7.0,16000
Kuthiravattom,Villa,3,,38000
Feroke,Flat,3,3.0,20500
Calicut University,House,4,,58500
Chevayur,Flat,1,5.0,10500
Bilathikulam,Flat,2,4.0,18500
Mavoor Road,Apartment,2,15.0,22500
Vellimadukunnu,Flat,1,2.0,8000
Vellimadukunnu,Apartment,1,13.0,8000
Nadakkavu,House,2,,23500
Nadakkavu,Flat,3,0.0,28000
Vellimadukunnu,Apartment,2,5.0,15500
Vellimadukunnu,House,2,,17000
Puthiyara,Apartment,3,9.0,33000
Mathara,Flat,1,8.0,8000
Kottuli,Flat,3,8.0,22000
Kuthiravattom,Apartment,3,4.0,26500
Balussery,Flat,3,5.0,19000
Thondayad,Apartment,2,3.0,18500
Malaparamba,Apartment,2,8.0,16000
Kunnamangalam,Flat,2,7.0,10000
Palayam,Apartment,3,0.0,33000
Mukkam,Apartment,2,11.0,12500
Mathara,House,2,,17500
Palayam,Apartment,2,13.0,19000
Kottuli,Flat,2,1.0,13500
Malaparamba,Flat,1,5.0,8500
Mankave,Apartment,1,12.0,8500
Kuthiravattom,Apartment,3,0.0,24500
Ulliyeri,Flat,3,7.0,17500
Beach Road,Villa,1,,17500
Kottuli,Flat,3,6.0,23000
Chevayur,Apartment,2,13.0,19000
Panniyankara,Apartment,1,2.0,8000
Malaparamba,House,3,,32500
Balussery,Apartment,2,2.0,13000
Panniyankara,House,1,,9500
Thiruvannur,Flat,1,8.0,5500
Koyilandy Road,Flat,2,7.0,14500
Koyilandy Road,Flat,1,3.0,8000
Puthiyara,House,3,,34000
Thiruvannur,Apartment,1,1.0,7000
Malaparamba,Apartment,2,11.0,15500
Kuthiravattom,House,1,,10500
Palayam,Apartment,2,3.0,20000
Medical College,House,3,,39500
Kuthiravattom,Villa,1,,12500
Kottuli,Apartment,2,0.0,12500
Puthiyara,Apartment,3,8.0,31500
Mankave,Flat,2,4.0,15500
Calicut University,Apartment,2,15.0,21000
Eranhipalam,Villa,2,,27000
Kuthiravattom,Flat,2,8.0,13000
Vellimadukunnu,Flat,2,7.0,13500
Ulliyeri,House,1,,8000
